0.169432,0.001779,0.170322
0.037222,0.003367,0.038906
0.018238,0.002943,0.019710
0.007520,0.002563,0.008802
0.006424,0.001970,0.007409
0.005611,0.001844,0.006532
0.003341,0.001521,0.004102
0.002152,0.001362,0.002833
0.001851,0.001201,0.002451
0.001100,0.001092,0.001646
0.001216,0.001061,0.001746
0.001976,0.000954,0.002453
0.001132,0.000928,0.001596
0.000929,0.000872,0.001365
0.000758,0.000810,0.001163
0.000687,0.000780,0.001077
0.000930,0.000780,0.001320
0.001091,0.000780,0.001481
0.000856,0.000661,0.001186
0.000713,0.000676,0.001051
0.000341,0.000648,0.000665
0.000542,0.000655,0.000869
0.000459,0.000622,0.000770
0.001179,0.000614,0.001487
0.000725,0.000627,0.001039
0.000658,0.000615,0.000965
0.000604,0.000619,0.000913
0.000508,0.000622,0.000819
0.000633,0.000570,0.000918
0.000934,0.000560,0.001214
0.000490,0.000547,0.000764
0.000522,0.000563,0.000804
0.000444,0.000540,0.000714
0.000438,0.000514,0.000695
0.000482,0.000523,0.000743
0.000490,0.000524,0.000752
0.000368,0.000504,0.000620
0.000544,0.000531,0.000809
0.000401,0.000494,0.000648
0.000531,0.000487,0.000775
0.000289,0.000481,0.000529
0.000526,0.000516,0.000784
0.000682,0.000470,0.000917
0.000547,0.000458,0.000776
0.000424,0.000476,0.000662
0.000487,0.000457,0.000715
0.000453,0.000444,0.000675
0.000312,0.000443,0.000534
0.000340,0.000471,0.000576
0.000666,0.000458,0.000895
0.000416,0.000453,0.000642
0.000290,0.000438,0.000509
0.000713,0.000449,0.000938
0.000324,0.000447,0.000547
0.000327,0.000460,0.000557
0.000269,0.000431,0.000484
0.000439,0.000449,0.000664
0.000387,0.000426,0.000600
0.000412,0.000456,0.000640
0.000606,0.000454,0.000833
0.000392,0.000451,0.000617
0.000327,0.000423,0.000539
0.000418,0.000440,0.000638
0.000311,0.000447,0.000535
0.000426,0.000438,0.000645
0.000360,0.000421,0.000570
0.000285,0.000410,0.000491
0.000462,0.000409,0.000666
0.000673,0.000429,0.000888
0.000440,0.000429,0.000654
0.000536,0.000430,0.000751
0.000339,0.000437,0.000557
0.000426,0.000421,0.000636
0.000374,0.000392,0.000570
0.000275,0.000400,0.000475
0.000336,0.000404,0.000539
0.000354,0.000421,0.000564
0.000408,0.000428,0.000623
0.000471,0.000412,0.000676
0.000336,0.000397,0.000535
0.000433,0.000412,0.000639
0.000269,0.000409,0.000474
0.000278,0.000388,0.000472
0.000416,0.000419,0.000625
0.000565,0.000390,0.000760
0.000345,0.000400,0.000544
0.000317,0.000409,0.000521
0.000418,0.000401,0.000619
0.000368,0.000401,0.000568
0.000456,0.000394,0.000653
0.000447,0.000387,0.000640
0.000343,0.000397,0.000542
0.000646,0.000377,0.000834
0.000355,0.000399,0.000555
0.000328,0.000381,0.000518
0.000294,0.000385,0.000486
0.000496,0.000416,0.000704
0.000366,0.000380,0.000556
0.000310,0.000392,0.000506
0.000431,0.000380,0.000621
